636	U66868	11/9/2019 7:21:50 AM	N51112 N38939 N48811 N9012 N44310 N38182 N46229 N13429	N18870-0 N32846-0 N6926-0 N16209-0 N12168-0 N57005-0 N279-0 N10754-0 N17340-0 N43370-0 N33981-0 N37377-0 N52000-0 N24272-1 N39115-0 N50329-0 N26084-0 N53343-0 N27845-0 N18708-0 N13580-0 N10350-0 N53017-0 N6825-0 N62838-0 N26179-0 N1774-0 N49908-0 N41178-0 N12325-0 N55645-0 N36786-0 N7128-0 N47934-0 N732-0 N3491-0 N60585-0 N43492-0 N26706-0 N28735-0 N31679-0 N23784-0 N33872-0 N43595-0 N5442-0 N30295-0 N58553-1 N26278-0 N21342-0 N3580-0 N11821-0 N1019-0 N43202-0 N11853-0 N15194-1 N29840-0 N58140-0 N44324-0 N25764-0 N57943-0 N60374-0 N45550-0 N58051-0 N41617-0 N3930-0 N27583-0 N37394-0 N41569-0
637	U33571	11/9/2019 9:59:46 AM	N55829 N30342 N56253 N58264 N26504 N54012 N37363 N52536 N44959 N32284 N39221 N34069 N42620 N25885 N22858 N45146 N43915 N2782 N11907 N53895 N2782	N58051-0 N5957-0 N52000-0 N5442-0 N3930-0 N27845-0 N41178-0 N50389-0 N732-0 N43595-0 N20186-0 N18870-0 N59852-0 N11363-0 N58075-1 N60374-0 N24272-0 N37377-0 N41881-0 N51398-0 N39115-0 N5889-0
638	U40403	11/10/2019 5:01:18 PM	N3501 N51840 N41648 N6231 N9808 N15580 N9884 N45388 N6231 N12907 N30662 N27644 N10402 N15743 N62996 N55435 N32965 N28079 N30867 N14000 N8122 N32203 N59691 N18835 N4593 N54834 N32312 N10928 N55435 N40716 N36053 N6655 N38352 N33244 N18378 N11005 N11442 N19373 N18188 N46357 N47916 N55114 N64474 N42420 N19473 N40009 N53195 N16443 N24728 N39004 N18378 N48699 N29221 N54980 N60519 N9317 N64436 N54730 N33003 N56877	N48280-0 N17070-0 N28888-0 N990-0 N2702-1 N18132-0 N21758-0 N61363-0 N63601-0 N40071-0 N28757-0 N50060-0 N10350-0 N26179-0 N279-0 N28324-0 N16833-0 N48015-0 N33630-0 N25138-0 N3392-0 N56774-0 N45428-0 N57651-0 N1129-0 N47851-0 N13684-1 N23784-0 N35388-0 N17104-0 N18613-0 N2871-0 N18405-0 N46966-0 N38783-0 N37533-0 N59252-1 N23085-1 N47889-0 N45375-0 N27349-0 N51330-0 N65088-0 N53907-0 N28788-0 N55411-0 N23779-0 N40495-0 N30135-0 N55186-0 N28668-0 N29341-0 N55489-0 N41842-0 N7328-0 N17952-0 N26130-0 N49685-1 N26706-0 N28934-0 N24429-0 N50005-0 N41893-0 N36681-0 N12608-0 N55572-0 N12761-0 N26607-0 N16659-0 N15224-0 N35293-0 N10359-0 N23184-0 N38691-0 N40356-0 N51185-0 N18423-0 N22029-0 N17307-0 N64513-0 N50389-0 N37394-0 N49354-0 N59407-0 N42965-0 N20133-0 N10169-0 N5783-0 N38998-0 N16790-0 N5905-0 N59653-0 N32144-0 N41224-1 N26702-0 N43073-0 N4861-0 N29128-0 N51634-0 N25546-0
639	U31142	11/12/2019 4:24:00 PM	N56694 N35554	N3344-0 N33212-0 N54125-0 N6929-0 N40380-0 N29456-0 N12551-0 N46607-0 N1680-0 N33123-0 N58241-0 N39317-0 N64094-0 N6890-0 N19423-0 N27560-0 N18887-0 N16096-0 N19092-0 N62386-0 N44422-0 N64748-0 N34724-0 N27648-0 N42724-0 N20678-0 N33755-1 N9349-0 N14726-0 N261-0 N33261-0 N38512-0 N305-0 N17059-0 N47817-0 N45704-0 N33885-0 N65151-0 N9719-0 N42977-0
640	U8484	11/13/2019 12:34:21 PM	N39498 N37047 N29276 N47020 N40060 N3940 N712 N4770 N54691 N56199 N13404 N13138 N48697 N42620 N11231 N14761 N29510 N15676 N22816 N2735 N13933	N40438-0 N33831-0 N47061-0 N28523-0 N41511-0 N7618-0 N20746-0 N23129-0 N56214-0 N38215-0 N47020-0 N37753-0 N21420-0 N22417-1 N14862-0 N21128-0 N4642-0 N36660-0 N57426-0 N51048-0 N33501-0 N15719-0 N50415-0 N14029-0 N8509-0 N3123-0 N13907-0 N4510-0 N61032-0 N50138-1 N35273-0
641	U20186	11/13/2019 8:22:33 AM	N14343 N38918 N14845 N60223 N24817 N6064 N5683 N57589 N53784 N11650 N64039 N58078 N7875 N17184 N4623 N6023 N12760 N47849 N22014 N52670 N51842 N58091 N43295 N31318 N64565 N58597 N43635 N27096 N28660 N30559 N24817 N38868 N35420 N24025 N39334 N59932 N28660 N24131 N23439 N8650 N9034 N8694 N45591 N63633 N48645 N754 N20916 N25391 N48600 N36361 N15296 N12775 N3968 N32842 N47228 N45291 N24131 N63229 N47228 N11593 N44369 N29877 N62486 N14984 N58185 N61388 N2647 N35224 N42025 N14179 N12318 N10502 N34666 N35765 N29227 N42811 N51696 N38701 N53834 N64609 N5320 N53834 N28679 N8730 N23159 N32169 N52840 N30121 N12827 N25245 N51058 N37394 N20816 N60982 N51613 N26826 N60982 N9890 N1761 N37822 N17365 N44070 N38166 N21615 N25633 N51930 N18583 N5960 N5145 N51222 N63883 N64875 N44912 N14781 N35385 N38660 N13797 N33532 N40442 N62266 N40817 N4371 N62258 N20879 N9103 N14783 N28445 N9575 N36253 N56074 N13486 N35305 N46092 N43492 N30108	N26262-0 N23508-0 N42143-0 N26271-1 N37753-0 N5146-0 N38999-0 N32849-0 N287-0 N37497-0
642	U21937	11/9/2019 6:11:08 PM	N31224 N19381 N24148 N51706 N55187 N49177 N1842 N27868 N32109 N44402 N33976 N45794 N56486 N43903 N46681 N477 N31666 N23653 N62634 N13231 N24298 N38390 N56753 N21178 N26176 N49134 N31801 N62546 N24243 N64467 N10559 N41375 N43142 N35710 N29510	N47020-0 N36752-0 N1034-1
643	U1875	11/12/2019 5:00:19 PM	N22544 N56514 N47954 N17248 N47768 N13231 N8448 N52536 N43142 N4166 N32570 N4917 N28888 N62959 N5379 N59805 N54300	N33885-0 N33677-0 N20495-0 N17059-0 N7821-1 N42977-0
644	U75685	11/11/2019 7:08:42 AM	N1150 N60209 N62006 N65066 N46392 N32662 N34287 N43142 N33096 N22307 N42620 N46795 N32498 N64273 N6218 N63578	N6616-0 N48890-0 N33201-0 N6693-0 N7128-0 N21157-0 N23254-0 N5288-0 N61320-0 N15761-0 N54868-0 N27079-0 N40342-0 N25527-0 N63449-0 N45561-0 N17009-0 N18103-0 N61359-0 N29536-0 N26130-0 N33981-0 N35671-0 N35290-0 N40318-0 N45375-0 N22146-0 N61623-0 N29800-0 N64734-0 N61214-0 N990-0 N8567-0 N3734-0 N33964-0 N24301-0 N4295-0 N23784-0 N39949-0 N10464-0 N28699-0 N5001-0 N6343-0 N64273-0 N47095-0 N13801-0 N38488-0 N19848-0 N16342-0 N51346-0 N42961-0 N2444-0 N27581-0 N14305-0 N47433-0 N28947-0 N13051-0 N11830-0 N37651-0 N64634-0 N53008-0 N36509-0 N11702-0 N20147-0 N10470-0 N43073-0 N34820-0 N45076-0 N21309-0 N59343-0 N35937-0 N8191-0 N16809-0 N3476-0 N22442-0 N15435-0 N63341-0 N35776-0 N35106-0 N21915-0 N19300-0 N3697-0 N29128-0 N11301-0 N60186-0 N36545-0 N154-0 N63086-0 N18870-0 N28324-0 N22942-0 N27143-0 N49252-0 N61572-0 N3737-0 N12800-0 N13689-0 N36836-0 N53901-0 N4815-0 N23008-0 N63538-0 N14780-0 N43309-0 N19770-0 N58638-0 N56051-0 N4663-0 N58020-0 N33848-0 N18340-0 N31748-0 N32437-0 N23060-0 N56464-0 N62093-0 N47475-0 N38947-0 N60272-0 N26902-0 N3580-1 N29541-0 N22999-0 N40356-0 N10061-0 N1914-0 N16280-0 N47981-0 N62804-0 N46567-0 N51156-0 N10754-0 N7754-0 N35729-0 N52294-0 N64243-0 N19099-0 N25623-0 N36273-0 N10867-0 N58572-0 N30188-0 N40065-0 N8399-0 N31763-0 N58143-0 N28983-1 N3841-0 N209-0 N33347-0 N26514-0 N29218-0 N5370-0 N19735-0 N37332-0 N40824-0 N19345-0 N20660-0 N26712-0 N3894-0 N56193-0 N21519-0 N18405-0 N59761-0 N33632-0 N28578-0 N41651-0 N53214-0 N41698-0 N45294-0 N13259-0 N57090-0 N44928-0 N52040-0 N41309-0 N36336-0 N55689-1 N8957-0 N4633-0 N18378-0 N28811-0 N58030-0 N31626-0 N48350-0 N32791-0 N53017-0 N54482-0 N22318-0 N13730-0 N51241-0 N17952-0 N20018-0 N3541-0 N26262-0 N36584-0 N14522-0 N35738-0 N29839-0 N60470-0 N20413-0 N2952-0 N5905-0 N64228-0 N43587-0 N24686-0 N62212-0 N50389-0 N36703-0 N47851-0 N65236-0 N35172-0 N9139-0 N52665-0 N41881-0 N27101-0
645	U71024	11/10/2019 4:41:21 AM	N38118 N10059 N61217 N53234 N7127 N3817 N40517 N2749 N47954 N35920 N13137 N9120 N52403 N54827 N13139 N2533 N54149 N11116 N58264 N58580 N39627 N57812 N13057 N45909 N55266 N54842 N34394 N48610 N32555 N35737 N31025	N54595-0 N42346-0 N9473-0 N1034-0 N61768-0 N288-0 N57097-0 N43869-0 N12589-0 N61022-0 N47245-1 N18572-0 N64916-0 N41220-0 N17965-0
646	U51669	11/9/2019 11:37:31 AM	N60785 N30344 N2189 N42601 N59781 N55846 N42989 N60698 N9808 N10343 N18164 N32560 N11894 N34694 N49611 N42470 N26176 N54512 N22270 N24453 N4740 N30507 N4166 N44283 N42128 N46795 N62107 N59143 N25739 N6908 N44912 N56086 N4607 N56527 N33588 N49050 N7328 N20136 N37586 N21970 N31688 N16016	N51398-0 N27845-0 N41881-1
647	U37146	11/9/2019 6:17:22 AM	N46039 N22561 N6655 N15789 N14761 N53895 N18360 N29544 N60702 N23958 N49990 N29690 N3566 N36424 N25785	N27845-0 N22816-0 N31002-0 N31281-0 N5442-0 N28788-0 N26130-0 N51398-0 N48578-0 N41881-0 N20413-0 N25467-0 N60374-0 N37108-0 N41757-0 N55743-0 N63835-0 N43370-0 N39115-0 N25764-0 N62070-0 N41178-0 N18378-0 N55940-0 N65088-0 N24104-0 N38783-0 N33981-0 N5889-0 N43373-0 N48015-1 N7128-0 N58075-0 N35737-0 N18708-0 N23760-0 N24272-0 N36707-1 N63583-0 N60858-0 N55582-0 N61822-0
648	U25798	11/9/2019 1:41:07 PM	N8548 N29382 N45337 N43997 N56514 N41280 N52307	N279-0 N42028-0 N7795-0 N24176-0 N39342-0 N53373-0 N27845-0 N33872-0 N47934-0 N28934-0 N60374-0 N38783-0 N41178-0 N25811-0 N26179-0 N349-0 N44616-0 N27143-0 N8929-0 N18870-0 N6926-0 N44324-0 N33347-0 N50575-0 N25471-0 N61742-0 N16209-0 N48510-0 N10350-0 N47020-0 N28735-0 N37394-0 N4999-0 N51398-0 N43595-0 N7128-0 N37143-0 N54200-0 N43001-0 N11830-0 N11484-0 N57943-0 N41569-0 N55645-0 N61407-0 N61140-0 N5832-0 N8399-0 N36545-0 N3491-0 N34005-0 N27961-0 N35567-0 N30519-0 N43202-0 N31679-0 N27525-0 N23784-0 N49879-0 N50452-0 N33981-0 N8061-0 N36086-1 N26706-0 N59852-0 N3580-0 N18708-0 N47267-0 N3930-0 N13580-0 N24272-0 N10116-0 N5442-0 N53017-0 N26130-0 N6658-0 N57005-0 N61185-0 N39115-0 N3901-0 N6601-0 N40342-0 N732-0
649	U31677	11/11/2019 8:09:57 AM	N52097 N57187	N26376-0 N18708-0 N58549-0 N64734-0 N26607-0 N45616-0 N49879-0 N12430-0 N26286-0 N33872-0 N58885-0 N40071-0 N47235-0 N40431-0 N6819-0 N10169-0 N707-0 N48759-0 N33848-0 N17482-0 N11306-0 N22318-0 N55489-0 N16342-0 N40171-0 N41578-0 N26130-0 N33632-0 N3541-0 N53008-0 N3392-0 N12028-0 N13816-0 N16280-0 N31763-0 N61572-0 N36712-0 N6099-0 N1026-0 N1914-0 N46845-0 N57005-0 N53318-0 N24876-0 N47229-0 N29128-0 N15020-0 N11301-0 N23784-0 N21309-0 N62093-0 N35290-0 N29196-0 N15462-0 N4912-0 N4247-0 N3474-0 N52203-0 N44324-0 N1019-0 N17392-0 N40065-0 N51156-0 N6342-0 N20660-0 N63086-0 N37814-0 N30135-0 N54890-0 N61229-0 N7128-0 N47942-0 N35937-0 N63538-0 N15855-0 N61549-0 N46878-0 N41842-0 N24686-0 N11821-0 N24176-0 N45561-0 N29001-0 N57030-0 N4663-0 N61214-0 N32087-0 N47747-0 N43073-1 N21915-0 N43415-0 N63550-0 N20240-0 N26902-0 N54868-0 N61623-0 N64615-0 N8061-0 N60162-0 N4815-0 N40300-0 N17952-0 N13341-0 N15830-0 N54988-0 N38783-0 N25953-0 N18378-0 N20224-0 N25414-0 N10464-0 N61320-0 N10754-0 N14531-0 N2869-0 N15761-0 N13801-0 N5171-0 N25623-0 N47067-0 N56774-0 N35729-0 N50406-0 N30108-0 N43432-0 N64513-0 N5043-0 N61006-0 N41008-0 N36621-0 N7891-0 N23935-0 N41698-0 N36273-0 N50152-0 N29800-0 N13575-0 N26712-0 N25076-0 N40318-0 N6379-0 N48890-0 N47981-0 N13259-0 N43309-0 N5905-0 N42922-0 N59981-0 N49157-0 N55689-0 N32791-0 N58553-0 N24180-0 N35388-0 N154-0 N33201-0 N18340-0 N28578-0 N35738-0 N15435-0 N32144-0 N35293-0 N5370-0 N24301-0 N11830-0 N18870-0 N27521-0 N31370-0 N9158-0 N36509-0 N6693-0 N25138-0 N45445-0 N50005-0 N14464-0 N36703-0 N35776-0 N50469-0 N57527-0 N42961-0 N45076-0 N13051-0 N56193-0 N42965-0 N10840-0 N27581-0 N23254-0 N17340-0 N16804-0 N5075-0 N62599-0
650	U20286	11/14/2019 3:27:57 AM	N45665 N64521 N55440 N6056 N45729 N55189 N50454 N18774 N53537 N267 N50566 N33669 N7837 N10629 N58964 N65201 N7201 N33371 N2203 N60844 N53100 N14302 N33969 N8831 N47954 N3560 N33276 N55987 N44698 N51597 N48645 N7818 N8254 N57607 N57318 N34452 N30103 N55743 N63656 N21514 N26815 N41797	N13094-0 N40109-1 N42457-0 N17482-0 N10552-0 N62894-0 N64412-0 N39399-0 N49498-0 N58345-0 N20770-0 N33005-0 N47346-0 N65202-0 N14436-0 N8656-0 N834-0 N1180-0 N50601-0 N9623-0 N20793-0 N61787-0 N50872-0 N28413-0 N11817-0 N51570-0 N51195-0 N40559-0 N54752-0 N56711-0 N64174-0 N47098-0 N58660-0 N43301-0 N5048-0 N38080-0 N45509-0 N7476-0 N50014-0 N3841-0 N15719-0 N12124-0 N44453-0 N18553-0 N36016-0 N22257-0 N49712-0 N38490-0 N28767-0 N10616-0 N13337-0 N31763-0 N55275-0 N55949-0 N30071-0 N10960-0 N64305-0 N19867-0 N16931-0 N29739-0 N55555-0 N37348-0 N23877-0 N16148-0 N18726-0 N1012-0 N3957-0 N13131-0 N33831-0 N8015-1 N48017-0 N29133-0 N63174-0 N5652-0 N7618-0 N62227-0 N32854-0 N64632-0 N41122-0 N8595-0 N16844-0 N22353-0 N41612-0 N23805-0 N4021-0 N35389-0 N35387-0 N59214-0 N48875-0 N6566-0 N44249-0 N45317-0 N59138-0 N18522-0 N53875-0 N5364-0 N7121-0 N38138-0 N50619-0
651	U62772	11/14/2019 7:21:03 AM	N45941 N30344 N6817 N27448 N6974 N5547 N49223 N47525 N47170 N36759 N17732 N35022 N54827 N52497 N16715 N16715 N28058 N15933 N21336 N30160 N58078 N47719 N14452 N14689 N38256 N55556 N23901 N11231 N37897 N1864 N47686 N35793 N64273 N6767	N53470-0 N38138-0 N37673-0 N31679-0 N60550-0 N16844-0 N23877-0 N50592-0 N57081-0 N48416-0 N16439-0 N14436-0 N64305-0 N47098-0 N40109-0 N39005-0 N11817-0 N49712-0 N51570-0 N44249-0 N36226-1 N13005-0 N45509-0 N47346-0 N39683-0 N10960-0 N8015-0 N38779-1 N17115-0 N59495-0 N64174-0 N10616-0 N47576-0 N60161-0 N3167-0 N23446-1 N16777-0 N46821-0 N5364-0 N4021-0 N48017-0 N29739-0 N56711-0 N58660-0 N43275-0 N50872-0
652	U12892	11/13/2019 1:58:22 PM		N18312-0 N9189-0 N62805-0 N23028-0 N41717-0 N28730-0 N22880-0 N50415-0 N13907-0 N38211-0 N56214-0 N50014-0 N35847-1 N33885-0 N21420-0 N37437-0 N41172-0 N4810-0 N36221-0 N38695-0 N49704-0 N26262-0 N4642-0 N22417-0 N4510-0 N7618-0 N38215-0 N17059-0 N27437-0 N3589-0 N35047-0 N9354-0 N57426-0 N37477-0 N4598-0 N62049-0 N35273-0 N21128-0 N59088-0 N49483-0 N48410-0 N348-0 N48663-0 N9720-0 N46186-0 N51048-0 N36261-0 N34967-0 N13981-0 N8509-0 N47061-0 N36638-0 N23081-0 N4754-0 N51195-0 N17117-0 N17723-0 N55505-0 N31050-0 N59385-0 N14029-0 N23162-0 N64305-0
653	U3233	11/14/2019 5:55:39 AM	N54377 N51111 N55189 N16158 N16233 N10270 N41438 N61319 N25202 N46681 N26435 N48998 N58090 N1766 N1766 N1455 N59219 N14134 N31726 N54234 N13138 N51089 N11231 N2782 N42856 N17292 N46795 N37091 N57998 N7656 N16902 N30167 N22471	N48017-1 N36226-0 N40109-0 N23446-0 N50872-0 N38779-0 N55325-0
654	U47202	11/14/2019 11:11:30 AM	N34936 N27448 N55189 N20530 N6974 N11719 N13480 N32483 N41997 N65123 N24215 N32980 N11714 N17643 N61319 N40830 N39235 N53759 N59822 N14414 N6152 N29927 N9868 N42985 N49009 N64395 N13374 N10414 N45674 N619 N20057 N18285 N29641 N23105 N24283 N2554 N1993 N51089 N23401 N59398 N62058 N3933 N10726 N53895 N18360 N59826 N32243 N2608 N22260 N1345 N51983 N16648 N51270 N24830 N37729	N52699-0 N38779-0 N5146-0 N48407-0 N45523-0 N8373-0 N6477-0 N35815-0 N62318-0 N36137-0 N20676-0 N34600-0 N44698-0 N1539-0 N53470-0 N25165-0 N24504-0 N28072-0 N17115-0 N40326-0 N4021-0 N29212-0 N53515-0 N32015-1 N46452-0 N6578-0 N55943-0 N7618-0 N23446-0 N36226-0 N47570-0 N47098-0 N10960-0 N62750-0 N50872-0 N16439-0 N6837-0 N41387-0
655	U66039	11/10/2019 2:07:38 PM	N20263 N27448 N55189 N51706 N306 N34455 N5283 N51503 N18870 N46655 N64836 N47277 N28257 N62714 N39979	N55059-1 N29839-0 N13369-0 N44123-0 N17070-0 N59252-0 N53343-0 N41795-0 N57614-0 N26706-0 N22816-0 N37009-0 N21351-0 N46880-0 N5370-0 N22029-0 N19182-0 N31978-0 N29069-0 N37377-0 N53008-0 N57972-0 N18613-0 N27101-0 N11702-0 N64228-0 N39461-0 N59390-0 N23196-0 N29536-0 N64513-0 N36836-0 N47453-0 N31748-0 N38330-0 N350-0 N19043-0 N38488-0 N59852-0 N19300-0 N46466-0 N63478-0 N36703-0 N5737-0 N15435-0 N20147-0 N43309-0 N61320-0 N46878-0 N50302-0 N17342-0 N51764-0 N14520-0 N29218-0 N53017-0 N2334-0 N39587-0 N6343-0 N25091-0 N39471-0 N8929-0 N25867-0 N15361-0 N47401-0 N55489-0 N32268-0 N3778-0 N23481-0 N6932-0 N56517-0 N11830-0 N24759-0 N4661-0 N22664-0 N44966-0 N44651-0 N3161-0 N60300-0 N3506-0 N6330-0 N1604-0 N51457-0 N4663-0 N57097-0 N61022-0 N30188-0 N63958-0 N40824-0 N12608-0 N43848-0 N58638-0 N12761-0 N28091-0 N23779-0 N43587-0 N2886-0 N26084-0 N47099-0 N49279-0 N13689-0 N28248-0 N33630-0 N35729-0 N28668-0 N16790-0 N3737-0 N31041-0 N41309-0 N28448-0 N60186-0 N56051-0 N59761-0 N50005-0 N29298-0 N50515-0 N47873-0 N53245-0 N58649-0 N195-0 N59407-0 N18132-0 N25471-0 N61185-0 N36964-0 N61363-0 N17681-0 N19911-0 N35907-0 N29749-0 N23784-0 N36888-0 N34937-0 N6926-0 N51634-0 N61549-0 N56227-0 N42660-0 N48610-0 N1920-0 N55743-0 N31424-0
656	U14128	11/11/2019 5:44:02 AM	N27416 N7875 N6583 N4960 N32978 N51692 N50328 N13866 N11116 N42025 N13710 N11611 N11348 N38182 N38197 N42620 N51464 N24728 N3122 N7328 N26179 N15194 N62838	N48606-0 N33632-0 N29128-0 N24686-0 N18708-0 N43502-0 N40171-0 N47035-0 N16809-0 N36703-1 N5497-0 N61006-0
657	U22555	11/12/2019 4:22:12 PM	N16344 N60702	N64745-0 N46607-0 N33212-0 N29468-0 N4201-0 N58114-0 N63958-1 N11269-0 N20678-0 N54003-0 N60272-0 N52782-0 N6890-0 N305-0 N3344-0 N27601-0 N33261-0 N3123-0 N17059-0 N45704-0 N14726-0 N27560-0 N18312-0 N23081-0 N51954-0 N42977-0 N15506-0 N24423-1 N13981-0 N8807-0 N53084-0 N19092-0 N29961-0 N62386-0 N50389-0 N2823-0 N18947-0 N27289-0 N16096-0 N54125-0 N44422-0 N39317-1 N13486-0
658	U77834	11/14/2019 9:18:18 PM	N62006 N48644 N60340 N42288 N501 N28550 N17968 N56148 N21389 N47020 N2778 N53613 N11064 N56753 N1581 N30054 N55687 N44867 N11866 N5886 N33329 N14938 N40254 N50 N50790 N15295 N3487 N8555 N62615 N28614 N3318	N6837-0 N27737-0 N47652-0 N41934-0 N42515-0 N61811-0 N63913-0 N24109-0 N33828-0 N40329-0 N16344-0 N24017-1 N21571-0 N46917-0 N50484-0 N61233-0 N36779-0 N48487-0 N7494-0 N56211-0 N21077-0 N14478-0 N25639-0 N1031-0
659	U7212	11/11/2019 7:44:45 AM	N24298	N5497-0 N63538-1 N50791-0 N63550-0 N24180-0 N35937-0 N61214-0 N18870-0 N24686-0 N48890-0 N40318-0 N35729-0 N42961-0 N21519-0 N32791-0 N53318-0 N55689-1 N27581-0 N46845-0 N59981-0 N26179-0 N48759-0 N4912-0 N33848-0 N154-0 N5075-0 N29128-0 N58549-0 N13801-0 N38678-0 N56193-0
660	U21911	11/9/2019 7:05:51 AM	N11177 N33969 N32109 N45794 N53033 N54225	N52000-0 N41881-1 N51398-0 N58051-0 N27845-0 N60374-0 N39115-0
661	U69929	11/9/2019 4:15:44 PM	N17587 N44495 N54698 N38298 N21019 N42470 N24298 N52536 N27526 N14761 N13429 N19495 N23958 N48925	N23548-0 N47020-0 N1034-1
662	U85502	11/13/2019 4:53:47 AM	N9554 N45794 N43843 N56015 N41375	N36659-0 N37905-0 N22230-0 N60992-0 N38159-0 N47061-0 N28213-0 N17059-0 N62128-1 N13579-0 N42977-0 N45266-0
663	U35354	11/9/2019 6:55:49 AM	N60303 N1150 N18760 N28818 N20039 N46096 N848 N46392 N59704 N37280 N16715 N2231 N11020 N35671 N61880 N2678	N23760-0 N5889-0 N58075-0 N39115-0 N25764-0 N18870-0 N31002-0 N24272-0 N27845-0 N43595-0 N5442-1 N41881-0 N5957-0 N60374-0 N41178-0 N37108-0 N51398-0 N732-0 N3930-0
664	U12662	11/9/2019 9:37:58 AM	N35710 N13927 N4299 N18503 N2606 N63688 N64186 N62209	N13423-0 N41606-0 N46564-1 N279-0 N58553-0 N1920-0 N44737-0 N28788-0 N28910-0 N9923-0 N28413-0 N50329-0 N43001-0 N42970-0 N17087-0 N36964-0 N24983-0 N21428-0 N37190-0 N31630-0 N47267-0 N1019-1 N43492-0 N54300-0 N25764-1 N36786-0 N15134-0 N61688-0 N63685-0 N23784-0 N10116-1 N9617-0 N7795-0 N34451-0 N33347-0 N2516-0 N45550-0 N3652-0 N52694-0 N26130-0 N22664-0 N39587-0 N27708-0 N11821-0 N53018-0 N62762-0 N43202-0 N56227-0 N54634-0 N25546-0 N28319-0 N7891-0 N32846-0 N8170-0 N53017-0 N43500-0 N30295-0 N58295-0 N15855-0 N41881-0 N349-0 N25467-0 N36509-0 N58140-0 N3894-0 N56396-0 N7128-0 N55645-0 N51378-0 N43370-0 N26179-0 N26977-0 N27583-0 N39267-0 N17340-0
665	U84355	11/10/2019 7:42:04 AM	N42137 N17589	N48657-0 N1604-0 N64916-0 N57097-0 N39758-0 N61022-0 N56051-1 N57962-0 N1034-0
666	U80750	11/10/2019 7:46:53 AM	N15634 N39627 N35459 N306 N47277 N52551 N29341 N18870 N32004 N11020 N11484 N20575	N7754-0 N39471-0 N41220-0 N64916-0 N44123-0 N34521-0 N4663-0 N17252-1 N26706-0 N29341-0 N48657-0 N1604-0 N56051-0 N13486-0 N57097-0 N47401-0 N39758-0 N1034-0 N61022-0 N44030-0 N61768-0 N31679-0 N30836-0 N61145-0
667	U3251	11/14/2019 2:10:51 AM	N9553 N44212 N2156 N45962 N13231 N5183 N1766 N32836 N57812 N48284 N21178 N10559 N52783 N31111 N7132 N1023 N1218 N29948 N54327 N27526 N46818 N65204	N53828-0 N16844-0 N48875-1 N40676-0 N10960-0 N50872-0 N6816-0 N54752-0 N29152-0 N40130-0 N12800-0 N52678-0 N58893-0 N614-0 N8509-0 N43301-0 N20576-0 N64174-0
668	U12127	11/14/2019 4:35:17 AM	N10865 N5978 N44396 N9803 N35450 N1403 N29641 N41375 N51330 N40509	N8015-1 N64174-0
669	U31338	11/11/2019 2:56:31 PM	N56253 N57737 N46392 N60184 N13374 N306 N48615 N58391 N43142 N44110 N55556 N42620 N36530 N48715 N4607 N28257 N36424	N37781-0 N7328-0 N57342-0 N2476-0 N6099-0 N23414-0 N22457-0 N61623-0 N64009-0 N30518-0 N13930-0 N154-0 N63538-0 N54489-1 N30998-0 N39765-0 N4936-0 N55940-0 N53054-0 N18708-1 N2869-0 N8957-0 N19444-0 N55204-0 N1355-0 N55207-0 N46029-0 N19542-0 N357-0 N54482-1 N33964-0 N57957-0 N2350-0 N50389-0 N53585-1 N42961-0 N41222-0 N57402-0
670	U63292	11/9/2019 5:21:35 PM	N14454 N26123 N24827 N8298 N28451 N64716 N39584 N61864 N50155 N51111 N39813 N13096 N20145 N51840 N25114 N61864 N41361 N61864 N9653 N20141 N62055 N57571 N5290 N61864 N34206 N14619 N21600 N62746 N14619 N50455 N61864 N39235 N11101 N962 N47020 N54827 N36811 N6466 N52993 N48380 N23015 N42470 N22129 N47020 N60153 N35409 N18642 N56753 N33423 N61196 N12122 N47020 N47020 N4526 N15442 N61239 N35710 N48356 N64474 N56438 N34116 N27526 N22734 N55064 N47020 N37250 N47020 N44357 N52694 N52307 N36424	N54554-0 N43377-0 N22408-0 N39342-0 N53017-0 N48958-0 N4854-0 N52694-0 N39949-0 N59852-0 N21377-0 N52294-0 N44616-0 N15457-0 N29218-1 N36752-0 N1034-0 N61074-0 N5737-0 N37377-0 N39452-0 N44679-0 N8929-0
671	U26097	11/13/2019 4:48:44 AM	N50155 N26642 N46978 N28296 N61319 N16617 N41375 N21460 N15676	N19592-0 N59272-0 N49548-0 N43386-0 N45317-0 N13579-0 N45266-0 N64734-1 N42977-0 N7112-0 N47061-0 N52723-0
